Requirement ID,Domain,Title,Requirement,Priority,Phase,Preliminary Fit,Capability,Accountable Owner,Verification Method,Source Status,Implementation Status,Design Reference,Module Reference,Test Case,UAT Result,Release,Acceptance Notes,Decision / Comments
FIN-005,"Budget, Cost, Actuals, and Investment Management",Labor cost planning,"Authorized planners shall estimate labor cost from hours or FTE, role or labor category, time period, and controlled rates, while limiting visibility of sensitive rate data.",Must,3,Configure,"Budget, Cost, Actuals, and Investment Management",Financial Manager,Demonstration,Proposed,Planned,,,,Not Run,Phase 3,MVP reference implementation; see known limitations and acceptance checklist.,
FIN-006,"Budget, Cost, Actuals, and Investment Management",Multi-year cost profile,"Projects and core functions shall maintain a multi-year cost profile with assumptions, confidence, minimum viable funding, and full-funding requirement.",Must,3,Configure,"Budget, Cost, Actuals, and Investment Management",Financial Manager,Demonstration,Proposed,Planned,,,,Not Run,Phase 3,MVP reference implementation; see known limitations and acceptance checklist.,
FIN-007,"Budget, Cost, Actuals, and Investment Management",Financial baseline and variance,"The platform shall baseline approved financial plans and calculate period and cumulative variance with configurable thresholds, explanations, and corrective actions.",Must,3,Configure,"Budget, Cost, Actuals, and Investment Management",Financial Manager,Demonstration,Proposed,Partially implemented,docs/USER_GUIDE.md#v050-portfolio-governance,app/main.py; app/models.py; app/services/v050.py; app/templates/portfolio_reviews.html; app/templates/scenarios.html; app/templates/integrations.html; app/templates/data_quality.html,tests/test_v050.py,Automated acceptance test passed,0.5.0,"Approved budget, actual, forecast, variance, minimum viable funding, full requirement, and transaction history are available with drill-back to projects.",
FIN-008,"Budget, Cost, Actuals, and Investment Management",Funding constraints,"Users shall record time limits, purpose restrictions, color-of-money constraints, contract dependencies, expiration risks, and other funding constraints relevant to execution.",Must,3,Configure,"Budget, Cost, Actuals, and Investment Management",Financial Manager,Demonstration,Proposed,Partially implemented,docs/USER_GUIDE.md#v050-portfolio-governance,app/main.py; app/models.py; app/services/v050.py; app/templates/portfolio_reviews.html; app/templates/scenarios.html; app/templates/integrations.html; app/templates/data_quality.html,tests/test_v050.py,Automated acceptance test passed,0.5.0,Funding gaps and underfunded work are visible and can be modeled in scenarios. Formal funds-control rules and authoritative availability remain integration-dependent.,
FIN-009,"Budget, Cost, Actuals, and Investment Management",Unfunded and underfunded status,"The platform shall identify unfunded, partially funded, fully funded, overfunded, and funding-at-risk work and quantify the mission or schedule consequence.",Must,3,Configure,"Budget, Cost, Actuals, and Investment Management",Financial Manager,Demonstration,Proposed,Partially implemented,docs/USER_GUIDE.md#v050-portfolio-governance,app/main.py; app/models.py; app/services/v050.py; app/templates/portfolio_reviews.html; app/templates/scenarios.html; app/templates/integrations.html; app/templates/data_quality.html,tests/test_v050.py,Automated acceptance test passed,0.5.0,Unfunded and underfunded indicators are calculated from approved budget and full requirement and included in financial and scenario views.,
FIN-010,"Budget, Cost, Actuals, and Investment Management",Cost change request,"A change that exceeds configured cost tolerance shall generate a financial change request showing cause, alternatives, offsets, impacts, and approval authority.",Must,3,Configure,"Budget, Cost, Actuals, and Investment Management",Change Control Board,Demonstration,Proposed,Planned,,,,Not Run,Phase 3,MVP reference implementation; see known limitations and acceptance checklist.,
FIN-011,"Budget, Cost, Actuals, and Investment Management",Benefit register,"Investments shall maintain expected financial and nonfinancial benefits, measurement method, baseline, target, owner, realization date, confidence, and actual result.",Must,3,Configure,"Budget, Cost, Actuals, and Investment Management",Benefits Owner,Demonstration,Proposed,Planned,,,,Not Run,Phase 3,MVP reference implementation; see known limitations and acceptance checklist.,
FIN-012,"Budget, Cost, Actuals, and Investment Management",ROI and value framework,"The platform shall calculate configurable return measures such as cost avoidance, time saved, readiness gain, risk reduction, interoperability gain, service improvement, and qualitative strategic value without forcing all value into dollars.",Must,3,Extend,"Budget, Cost, Actuals, and Investment Management",Benefits Owner,Demonstration,Proposed,Planned,,,,Not Run,Phase 3,MVP reference implementation; see known limitations and acceptance checklist.,
FIN-013,"Budget, Cost, Actuals, and Investment Management",Financial source reconciliation,"Imported or integrated financial data shall be reconciled to the authoritative source, with unmatched records, timing differences, and manual adjustments visible and auditable.",Must,4,Integrate,"Budget, Cost, Actuals, and Investment Management",Financial Manager,Demonstration,Proposed,Partially implemented,docs/USER_GUIDE.md#v050-portfolio-governance,app/main.py; app/models.py; app/services/v050.py; app/templates/portfolio_reviews.html; app/templates/scenarios.html; app/templates/integrations.html; app/templates/data_quality.html,tests/test_v050.py,Automated acceptance test passed,0.5.0,Financial transactions retain source-system and reference lineage; integration registry defines financial authority. Live source reconciliation requires the financial system.,
FIN-014,"Budget, Cost, Actuals, and Investment Management",Resource-cost linkage,"Approved staffing and non-labor resource plans shall roll into the cost forecast, and authorized cost changes shall show corresponding resource or scope effects.",Must,3,Configure,"Budget, Cost, Actuals, and Investment Management",Financial Manager,Demonstration,Proposed,Planned,,,,Not Run,Phase 3,MVP reference implementation; see known limitations and acceptance checklist.,
FIN-015,"Budget, Cost, Actuals, and Investment Management",Financial closeout,"Project closure shall require final cost reconciliation, disposition of remaining funds or commitments, and documentation of financial lessons or unresolved transactions.",Must,3,Configure,"Budget, Cost, Actuals, and Investment Management",Financial Manager,Demonstration,Proposed,Planned,,,,Not Run,Phase 3,MVP reference implementation; see known limitations and acceptance checklist.,
SCN-001,"Forecasting, Scenario Planning, and Change Impact",Portfolio forecast,"The platform shall forecast workload, capacity, skill gaps, schedule, cost, funding, benefits, and mission impacts for approved and candidate work across configurable time horizons.",Must,4,Extend,"Forecasting, Scenario Planning, and Change Impact",Portfolio Analyst,Demonstration,Proposed,Planned,,,,Not Run,Phase 4,MVP reference implementation; see known limitations and acceptance checklist.,
SCN-002,"Forecasting, Scenario Planning, and Change Impact",Baseline scenario,"Forecasts shall reference an approved baseline scenario so leaders can distinguish current plan, actual performance, and proposed change.",Must,4,Configure,"Forecasting, Scenario Planning, and Change Impact",Portfolio Analyst,Demonstration,Proposed,Partially implemented,docs/USER_GUIDE.md#v050-portfolio-governance,app/main.py; app/models.py; app/services/v050.py; app/templates/portfolio_reviews.html; app/templates/scenarios.html; app/templates/integrations.html; app/templates/data_quality.html,tests/test_v050.py,Automated acceptance test passed,0.5.0,Scenarios record a baseline date and snapshot original values for every proposed change. Historical point-in-time database snapshots remain planned.,
SCN-003,"Forecasting, Scenario Planning, and Change Impact",What-if scenarios,"Authorized users shall create non-destructive what-if scenarios by changing priorities, start dates, scope, staffing, skills, funding, costs, dependencies, or external assumptions.",Must,4,Extend,"Forecasting, Scenario Planning, and Change Impact",Portfolio Analyst,Demonstration,Proposed,Implemented,docs/USER_GUIDE.md#v050-portfolio-governance,app/main.py; app/models.py; app/services/v050.py; app/templates/portfolio_reviews.html; app/templates/scenarios.html; app/templates/integrations.html; app/templates/data_quality.html,tests/test_v050.py,Automated acceptance test passed,0.5.0,"Users can create non-destructive budget, workforce, status, health, schedule, and funding changes without modifying live records.",
SCN-004,"Forecasting, Scenario Planning, and Change Impact",Scenario comparison,"The platform shall compare at least three scenarios side by side using mission outcomes, projects delivered, delays, resource gaps, cost, risk, benefits, and impacted stakeholders.",Must,4,Configure,"Forecasting, Scenario Planning, and Change Impact",Portfolio Analyst,Demonstration,Proposed,Implemented,docs/USER_GUIDE.md#v050-portfolio-governance,app/main.py; app/models.py; app/services/v050.py; app/templates/portfolio_reviews.html; app/templates/scenarios.html; app/templates/integrations.html; app/templates/data_quality.html,tests/test_v050.py,Automated acceptance test passed,0.5.0,"Scenario comparison calculates baseline, proposed value, delta, units, impact level, and explanation for portfolio, resource, and financial metrics.",
